65	2744	506	190	2475	8288	7057	3002	5894	3309	8288	7253	1387	5602	5894	6095	6565	6565	156	5290	1387	5144	9970	3141	196	11253	5313	3630	5602	5602	6095	4018	5894	4642
66	9371	3553	5293	23460	51305	6355	4018	5914	6401	51305	2811	5621	5352	3932	5602	5602	5602	8732	1019	3973	5468	79784	1387	5294	6546	2516	941	5352	5515	5602	4905	3932	26275
67	55244	2739	361	23475	9313	3118	2160	4193	279	9313	2740	8856	6565	1385	6565	5352	5352	1144	153	51493	6578	6257	6578	3360	8480	840	942	6565	7421	6565	2912	1385	7421
68	6626	4642	10499	826	1742	3141	4987	4514	3688	1742	5021	3360	2891	2891	5352	1382	1382	573	6898	506	2885	367	4642	1727	213	5894	540	2891	6565	5352	3486	2891	8841
69	2779	10057	1854	57835	3816	5473	6752	1646	6614	3816	846	154	6095	5516	2891	249	249	207	5916	3312	5948	231	3973	51493	3482	7040	811	6095	249	2891	5269	5516	5465
70	11034	6096	715	4547	1813	5530	2740	4790	563	1813	6755	3065	118429	10226	118429	1072	1072	5241	1382	155	6095	4306	4842	6273	1463	54210	2260	118429	118429	118429	8913	10226	5914
71	403	5144	81551	2203	7846	1215	3309	5352	6399	7846	3832	3141	10226	1555	1382	118429	118429	3957	3055	9344	28232	8856	2885	2770	1116	3156	27036	10226	10226	1382	3309	1555	3312
72	10606	2213	196	9131	3777	3486	7852	1385	53343	3777	375	2170	249	5599	10226	10226	10226	10524	5948	5021	4642	6323	4986	4985	2254	4514	6399	249	6095	10226	2158	5599	3939
73	2173	3360	6890	6241	7057	3309	2244	5516	1208	7057	4018	6285	1382	5352	249	213	213	3480	6714	3480	4986	1269	383	3276	51493	22949	2254	1382	213	249	7846	5352	10499
74	5471	1387	5948	5243	774	1742	3053	5599	2207	774	1803	1499	213	5602	213	2891	2891	208	4642	7125	6323	2064	3760	6714	540	6857	325	213	7367	213	1215	5602	1786
75	6723	9970	4282	5224	2172	6718	2914	3932	7018	2172	2914	10057	7367	6565	1543	190	190	2934	5536	1144	51493	3312	51493	5292	1081	190	6403	7367	8284	1543	259	6565	6095
76	7525	5294	23410	159	4326	6752	6755	11315	7416	4326	2243	5290	8284	7040	190	7367	7367	1387	1499	2912	5241	6898	5144	3932	27036	8659	2006	8284	1543	190	6752	7040	8503
77	6096	3043	3932	1373	1462	6711	6336	3501	1356	1462	7173	153	1543	7367	7367	8284	8284	506	3174	347733	6257	6286	146	5048	3630	3326	3567	1543	1382	7367	462	7367	51493
78	7203	3276	931	23410	5095	3359	2153	7367	1773	5095	3674	3276	190	213	8284	1543	1543	2182	1269	573	8841	1022	8841	5947	5196	108	8480	190	3118	8284	6530	213	1382
79	790	3704	3958	1120	4318	1513	7846	8284	3949	4318	2157	79784	3118	8284	3118	3118	3118	2912	4985	7272	573	207	28232	1387	941	1382	978	3118	5530	3118	3816	8284	1376
80	7046	1312	90411	683	5599	5340	7253	10226	3685	5599	5627	2213	5530	2235	5530	5530	5530	1135	5915	10524	4988	7157	6095	81551	942	4791	714	5530	5518	5530	5054	2235	1022
81	2752	23541	4642	10939	23205	2172	5269	5602	2006	23205	6335	7125	5518	118429	5518	5241	5241	6714	10062	5241	6579	3725	3480	3066	6399	5319	6401	5518	6564	5518	2263	118429	196
82	55699	498	3043	262	5972	351	3816	118429	2792	5972	7057	3043	6564	11315	5241	5518	5518	5021	10376	4158	6646	5126	150	5241	978	231	563	6564	190	5241	3764	11315	7415
83	2475	5947	7155	1938	3558	1462	6532	213	6441	3558	5530	1269	5241	5515	2101	2101	2101	6286	2168	6258	5465	6258	6323	9759	51564	2642	6614	5241	3326	2101	3002	5515	6258
84	7419	2104	5241	7419	1804	3558	375	6565	5406	1804	4835	22949	2101	3501	6564	3326	3326	8467	90411	153	10524	5948	1135	4547	284904	1737	1511	2101	5268	6564	23620	3501	81551
85	23549	3932	6273	7184	2149	3816	3832	7040	498	2149	7378	1576	3326	1591	3326	7157	7157	7272	2778	2182	81551	5170	5241	6095	914	4143	4074	3326	2904	3326	4987	1591	1727
86	25824	51493	547	353	7010	498	846	1066	9266	7010	3359	1786	5268	1646	11315	11315	11315	3973	4282	5468	1268	6714	4988	7153	2260	547	53343	5268	28231	11315	6833	1646	5170
87	32	1727	10627	2058	622	7846	2263	11188	360203	622	1363	9349	7157	1340	5268	547	547	1147	5527	403	1445	4547	5021	22949	6403	213	3949	7157	5652	5268	7852	1340	5048
88	31	1760	2110	91	2045	8288	5021	2104	6713	2045	3973	3704	11315	4514	7157	5268	5268	3553	51493	6323	1145	5292	1499	23410	361	3091	4057	11315	2101	7157	6711	4514	547
89	112399	153	1786	5217	513	4313	6331	6564	3479	513	54331	2104	28231	190	547	6564	6564	4158	7376	6567	1146	81027	5948	5536	1859	3683	361	28231	1583	547	15	190	983
90	5564	7054	155	873	4320	51305	1511	5460	94233	4320	3356	7421	5652	3284	5652	5652	5652	9344	1022	1147	1499	6273	5465	715	563	7097	6927	5652	1859	5652	846	3284	6257
91	4144	7153	8659	6723	3559	774	3764	249	3956	3559	5602	5948	1583	249	28231	28231	28231	2935	513	10013	5021	595	1312	361	1511	3303	1376	1583	5241	28231	2740	249	3174
92	293	6273	5621	55239	1129	23205	23621	9971	634	1129	6532	8503	547	6564	1583	1583	1583	403	3480	6095	2064	8841	6257	7184	6401	6718	3956	547	7157	1583	5327	6564	1019
93	4677	5292	6096	6037	55799	5095	23620	79631	4057	55799	55512	3480	2904	11188	2904	11188	11188	347733	156	9349	2912	3055	1445	6323	2006	2104	5196	2904	11315	2904	2914	11188	2212
94	526	8503	1727	6446	2904	1813	2053	2904	3501	2904	127833	5319	1859	3118	11188	1859	1859	4087	6578	6714	3577	208	2912	1376	498	5733	6441	1859	51305	11188	1511	3118	3163
95	3956	5621	3091	3688	10461	1277	6711	5515	3053	10461	9479	5243	6282	1543	8850	8850	8850	1145	1105	117247	9	5290	7155	5293	4074	3118	7018	6282	1956	8850	7253	1543	5126
96	4758	6323	1376	51	5973	3777	8912	190	6392	5973	8858	90411	3312	5460	3312	3312	3312	1146	2110	1019	2516	3704	4049	5743	51305	7389	3593	3312	6282	3312	2677	5460	931
97	11144	513	5319	1969	1066	2	2158	834	714	1066	2160	9970	1956	9971	1859	5460	5460	3066	2104	3066	1134	8732	2516	1645	3567	3157	3688	1956	3312	1859	5530	9971	5708
98	523	7184	1382	7450	506	4324	6833	1956	7276	506	3816	10863	6546	5530	1956	6282	6282	2064	8659	79784	10206	2321	6579	3174	10914	3276	284904	6546	6546	1956	6336	5530	2770
99	3554	1441	3934	317	3718	1804	55512	3118	3563	3718	23621	3643	51305	834	6282	6546	6546	1022	3066	51762	6898	2261	10206	1382	820	4153	3098	51305	9900	6282	5580	834	9759
100	2906	2770	3066	3093	1374	2904	5580	1543	57664	1374	2263	1121	11188	820	5460	51305	51305	6567	2885	6286	5580	2213	10524	1121	3777	5530	4069	11188	3777	5460	6755	820	5536
101	5426	5293	5527	3998	7253	622	259	5530	811	7253	23413	1727	8850	5518	7941	7941	7941	1134	3091	2918	1019	5743	1019	2934	4057	30	1493	8850	9698	7941	3832	5518	1268
102	9265	780	8856	7415	4312	1376	5530	1644	1439	4312	3764	1548	9900	1956	6546	1345	1345	10109	3762	586	1140	8467	7421	1022	53343	4598	634	9900	2902	6546	6331	1956	2272
103	7097	3762	2934	5210	4325	4321	462	9900	4179	4325	50632	2697	1345	2104	51305	1644	1644	4790	2213	6273	3643	3480	1145	79784	3949	6565	10268	1345	547	51305	6347	2104	142
104	8565	9349	10057	875	8511	5599	6571	5518	27089	8511	2864	51564	10468	2904	10468	834	834	6258	4069	1121	1147	10376	1146	8856	58	3704	2261	10468	10468	10468	3758	2904	4751
105	3265	1514	4751	10914	9497	11096	1215	1463	2	9497	6833	5034	9698	2101	9698	90	90	586	9349	2064	5950	90411	79784	156	6614	3066	3685	9698	11188	9698	920	2101	6331
106	90	1499	2287	79154	1131	3559	5327	3326	6389	1131	3758	3570	7941	3326	9900	1956	1956	2918	2739	207	231	1234	498	4987	912	100	2215	7941	3490	9900	51305	3326	715
107	528	3066	51493	57026	6715	1311	5650	1859	3593	6715	2566	7301	5460	1463	834	2516	2516	3360	5144	55244	7421	7535	573	931	1462	9971	54205	5460	8850	834	5328	1463	3276
108	1431	4547	26275	5708	5196	1278	6869	9698	4128	5196	6352	506	3777	1644	1644	1329	1329	10013	7054	3725	79784	3141	2110	1144	6927	4087	3479	3777	1463	1644	375	1644	5241
109	1455	1382	1499	16	5138	2045	920	1025	10268	5138	5269	2212	834	1066	90	10468	10468	155	5621	28232	90411	3066	9349	81027	3479	6777	10007	834	91	90	1800	1066	2213
110	10188	2168	3034	8836	1990	3339	799	840	6383	1990	3752	1436	3490	5268	1345	7376	7376	10096	573	4790	1022	3799	5950	5742	3593	7367	23410	3490	1345	1345	7378	5268	1387
111	1725	1269	1387	3735	6546	1634	3758	8850	27032	6546	3053	2057	2902	547	2516	2904	2904	117247	7157	1022	207	10524	1022	9429	54205	5731	7053	2902	3569	2516	5104	547	3091
112	79154	156	23649	336	3339	5196	4537	2101	966	3339	5578	208	1644	9900	3490	3777	3777	6273	5743	231	5034	5294	3643	153	325	8284	7276	1644	834	3490	6532	9900	5915
113	9061	79784	1514	112398	1504	55799	15	8001	4879	1504	2563	207	90	6282	7376	9900	9900	1140	5294	2683	2918	573	5580	2287	54681	7436	3501	90	7941	7376	5021	6282	7157
114	6752	1610	39	1859	1363	4018	116443	5268	7385	1363	3577	5536	91	1583	91	9971	9971	55244	3326	6578	208	4069	6273	5621	4047	5163	3053	91	6611	91	2045	1583	1121
115	387	5048	7518	3421	2	1990	59272	5319	336	2	3002	945	1463	1382	196	6890	6890	51762	81551	2885	1121	4790	6530	2516	5950	27095	2249	1463	5460	196	176	1382	361
116	4524	2697	3939	2110	771	1129	2918	6282	10007	771	8288	1105	3569	5652	3777	196	196	231	7184	8841	9349	9349	2064	4069	3098	10524	1356	3569	1644	3777	8288	5652	2287
117	2730	3091	3553	9429	7056	7056	8288	1583	3716	7056	4716	1195	2516	1025	6890	9698	9698	3725	231	208	3312	9429	6532	1499	2638	11136	213	2516	5566	6890	4312	1025	7518
118	1938	5527	7535	22955	1135	5624	5054	3957	2260	1135	2153	5739	6890	8850	2902	1022	1022	5048	5243	64805	6530	9759	3577	1760	6441	5739	6271	6890	2045	2902	23621	8850	6567
119	54963	3570	5144	1317	1128	3685	1800	2902	10226	1128	6869	5770	7376	1859	1463	3490	3490	4193	6323	5048	6286	7150	3312	10266	7053	5594	2214	7376	2249	1463	3777	1859	90411
120	5567	9429	7150	5352	2110	7010	2045	2516	11253	2110	2053	1606	1329	9698	3569	1025	1025	7150	4306	6331	6532	7431	1134	3163	1493	6646	1439	1329	2516	3569	727	9698	224
121	55902	5536	6714	1892	5834	513	127833	5652	6307	5834	6580	2935	196	2516	9971	91	91	64805	207	4193	1135	2263	1147	949	7276	5914	3569	196	1140	9971	5599	2516	8659
122	38	2934	9970	4282	57468	1504	5328	547	1595	57468	6711	5594	9971	28231	1022	3569	3569	7431	6096	2917	5739	23541	1121	19	2629	2193	4047	9971	5739	1022	55512	28231	10062
123	7317	1121	2770	6822	4314	9497	1136	5739	29796	4314	3751	3815	2045	840	1329	10524	10524	8841	23541	6532	1382	2935	1140	3958	3956	7846	920	2045	90	1329	5650	840	5300
124	1456	715	19	7879	1215	2162	6335	28231	1056	1215	5327	5292	6611	3490	1025	1463	1463	153	383	5948	3141	498	6571	4986	3685	6652	3563	6611	8001	1025	2053	3490	3043
125	54106	3958	3276	6301	2162	5138	2677	7389	3098	2162	5653	10096	5566	6822	10524	2045	2045	949	367	7421	5915	5742	6898	9349	6462	3957	2990	5566	196	10524	4314	6822	5916
126	2879	7155	9349	6626	5340	5645	7378	1382	7384	5340	1269	8659	2249	79631	2045	5566	5566	5739	3043	375	64805	4087	90411	9970	2261	1384	966	2249	6890	2045	6869	79631	10627
127	3735	1445	1022	204	291	6546	3973	1591	3562	291	3627	949	1022	6095	6611	6820	6820	2917	5742	5739	10062	3303	9344	5144	9734	2934	5653	1022	60482	6611	59272	6095	2194
128	388	19	154	4677	846	10461	51305	3490	293	846	156	6578	6820	3312	6820	1140	1140	5468	8856	2516	7153	10096	9	1636	3563	112399	6383	6820	7314	6820	116	3312	4985
129	3029	361	2212	3295	9152	7133	116	6546	8513	9152	2560	1445	1140	51170	5566	2249	2249	2885	10627	7150	5947	7184	207	10376	6271	5535	1401	1140	301	5566	799	51170	3326
130	1503	1576	3163	2232	54331	1131	3763	54659	6462	54331	3358	83747	1025	5406	2249	2902	2902	595	1312	6257	7376	10109	4547	816	10268	4547	8467	1025	1329	2249	8912	5406	23649
131	1738	816	6578	5164	23620	6715	3486	6608	3455	23620	3763	5527	10524	475	1140	7314	7314	2683	4751	2778	5916	2770	1382	3762	4069	1727	10975	10524	7376	1140	4537	475	10096
132	6897	6578	1441	1738	4056	3718	2913	51305	5447	4056	5650	3965	5739	10468	5739	6611	6611	6578	3934	6579	148	22949	513	1548	83747	51706	1462	5739	10206	5739	1136	10468	695
133	833	8659	1644	6472	1463	5834	6529	6611	5210	1463	3785	3047	8001	2902	60482	60482	60482	375	23410	1141	506	3718	231	3043	7172	5166	3934	8001	9971	60482	1414	2902	3958
134	2746	207	3978	10606	4537	712	9340	1555	7386	4537	2045	3593	301	5657	5948	5948	5948	5443	5293	55512	2168	1645	2918	5290	3688	10382	1281	301	5948	5948	1588	5657	5621
135	5333	142	1848	57118	5624	1066	5599	10468	6927	5624	54822	5791	60482	3957	10206	1786	1786	90411	3034	90411	55512	3855	208	39	2215	4758	8829	60482	1025	10206	2918	3957	7419
136	3562	945	8503	6843	1508	2006	3777	91	506	1508	2565	10376	7314	3569	7314	5739	5739	5948	79784	1146	5467	6567	26330	26275	634	56267	2263	7314	5578	7314	2692	3569	6096
137	7314	3593	2885	2235	5580	1135	3356	6822	820	5580	9340	1022	5948	54659	1786	54659	54659	6331	949	1145	6948	1268	3055	6578	9377	26279	9377	5948	6820	1786	6335	54659	5230
138	10524	949	2697	55902	27165	57468	3785	3569	8467	27165	8911	8600	10206	91	6096	10206	10206	1141	3312	3762	595	1147	3957	771	5646	6897	3172	10206	10524	6096	776	91	22949
139	2180	23410	5947	7133	1312	1312	2864	1140	920	1312	799	3562	3562	8001	3562	6096	6096	6095	1645	5443	2104	5293	1105	2778	3480	733	3562	3562	3562	3562	5446	8001	3628
140	2617	2885	6303	80777	4018	5408	2692	5578	10468	4018	2550	80854	1786	7157	301	301	301	7415	1514	59340	4087	80854	55512	207	7531	1385	83747	1786	1022	301	1135	7157	7431
141	3998	1022	132	439	6355	5972	5104	3779	2264	6355	5136	10109	2357	2249	1588	9377	9377	1312	51121	949	3780	6513	8732	780	9759	7184	1056	2357	54659	1588	116443	2249	10376
142	9054	3480	7454	1455	2946	4056	23413	3777	1281	2946	3309	498	54659	3276	54659	840	840	7157	10524	7535	6273	5770	1608	2885	9468	51135	1509	54659	2357	54659	1742	3276	5685
143	5584	2778	2194	5216	6383	1511	8622	3312	9437	6383	59272	528	6096	6611	79896	79896	79896	3303	3763	6565	4790	4322	949	1215	3569	196	58	6096	6096	79896	6529	6611	7376
