2	3	0.015831
2	4	0.27557
3	4	0.36924
2	6	0.22992
3	6	0.22714
4	6	0.34958
2	7	0.21134
3	7	0.27873
4	7	0.11008
6	7	0.16759
5	8	0.0052881
5	9	1.3323e-15
8	9	0.0052881
10	11	0.14919
2	12	0.18033
3	12	0.19554
4	12	0.26814
6	12	0.069025
7	12	0.068542
2	13	0
3	13	0.015831
4	13	0.27557
6	13	0.22992
7	13	0.21134
12	13	0.18033
5	14	0.037358
8	14	0.05644
9	14	0.037358
5	15	0.03611
8	15	0.053283
9	15	0.03611
14	15	0.0011679
5	16	0.034956
8	16	0.051668
9	16	0.034956
14	16	0.0013791
15	16	0.00011565
5	17	1.3323e-15
8	17	0.0052881
9	17	1.3323e-15
14	17	0.037358
15	17	0.03611
16	17	0.034956
5	18	0.34155
8	18	0.34382
9	18	0.34155
14	18	0.39819
15	18	0.42073
16	18	0.42133
17	18	0.34155
2	19	0.11538
3	19	0.158
4	19	0.21595
6	19	0.15273
7	19	0.079612
12	19	0.071619
13	19	0.11538
2	20	0.24794
3	20	0.28076
4	20	0.1481
6	20	0.27252
7	20	0.15244
12	20	0.22039
13	20	0.24794
19	20	0.22488
2	21	0.087896
3	21	0.11133
4	21	0.19123
6	21	0.12557
7	21	0.081278
12	21	0.070377
13	21	0.087896
19	21	0.07897
20	21	0.14098
5	22	0.037358
8	22	0.05644
9	22	0.037358
14	22	8.8818e-16
15	22	0.0011679
16	22	0.0013791
17	22	0.037358
18	22	0.39819
5	23	0.035068
8	23	0.050366
9	23	0.035068
14	23	0.0035554
15	23	0.0010838
16	23	0.00066957
17	23	0.035068
18	23	0.43543
22	23	0.0035554
5	24	0.034956
8	24	0.051668
9	24	0.034956
14	24	0.0013791
15	24	0.00011565
16	24	3.6637e-15
17	24	0.034956
18	24	0.42133
22	24	0.0013791
23	24	0.00066957
5	25	0.03611
8	25	0.053283
9	25	0.03611
14	25	0.0011679
15	25	2.2204e-16
16	25	0.00011565
17	25	0.03611
18	25	0.42073
22	25	0.0011679
23	25	0.0010838
24	25	0.00011565
5	26	0.0052881
8	26	0
9	26	0.0052881
14	26	0.05644
15	26	0.053283
16	26	0.051668
17	26	0.0052881
18	26	0.34382
22	26	0.05644
23	26	0.050366
24	26	0.051668
25	26	0.053283
2	27	0.047698
3	27	0.07112
4	27	0.28334
6	27	0.30456
7	27	0.27477
12	27	0.26873
13	27	0.047698
19	27	0.18471
20	27	0.25051
21	27	0.14463
28	29	0.1582
28	30	0.01691
29	30	0.14389
28	31	0.17538
29	31	0.0036005
30	31	0.15304
28	32	0.01691
29	32	0.14389
30	32	0
31	32	0.15304
28	33	0.23424
29	33	0.039408
30	33	0.21354
31	33	0.03094
32	33	0.21354
2	34	0.076473
3	34	0.10034
4	34	0.26572
6	34	0.31551
7	34	0.27931
12	34	0.28927
13	34	0.076473
19	34	0.19719
20	34	0.20728
21	34	0.16017
27	34	0.01837
1	35	0.19127
1	36	0.040474
35	36	0.14655
29	39	0.33191
31	39	0.33561
33	39	0.3378
39	42	0.44145
29	47	0.27707
31	47	0.27114
33	47	0.25655
39	47	0.28437
43	50	0.085288
48	52	0.015389
39	53	0.44599
42	53	0.0065487
39	56	0.49255
43	57	0.06887
50	57	0.025988
28	58	0.36313
29	58	0.49879
30	58	0.34877
31	58	0.4986
32	58	0.34877
28	59	0.44171
29	59	0.2348
30	59	0.44536
31	59	0.24352
32	59	0.44536
33	59	0.26615
39	59	0.31217
47	59	0.25891
55	63	0.11486
28	64	0.46143
29	64	0.42734
30	64	0.48662
31	64	0.44159
32	64	0.48662
33	64	0.45729
59	64	0.35729
2	65	0.28045
3	65	0.23675
4	65	0.49806
6	65	0.42579
7	65	0.48018
12	65	0.42459
13	65	0.28045
19	65	0.40503
20	65	0.21966
21	65	0.29115
27	65	0.26141
34	65	0.21065
5	67	0.49231
9	67	0.49231
14	67	0.43345
15	67	0.45361
16	67	0.45927
17	67	0.49231
18	67	0.4436
22	67	0.43345
23	67	0.47771
24	67	0.45927
25	67	0.45361
65	67	0.46193
49	68	0.47191
10	69	0.15959
11	69	0.0068828
4	71	0.43683
10	72	0.15059
11	72	0.0031553
69	72	0.016596
4	73	0.43683
71	73	6.6613e-16
2	74	0.46165
4	74	0.36074
7	74	0.47023
13	74	0.46165
20	74	0.45886
21	74	0.46619
27	74	0.31463
34	74	0.32456
71	74	0.13864
73	74	0.13864
2	76	0.36372
3	76	0.44572
4	76	0.29951
7	76	0.39105
13	76	0.36372
19	76	0.43596
20	76	0.37598
21	76	0.38103
27	76	0.21836
34	76	0.2243
71	76	0.26341
73	76	0.26341
74	76	0.052292
10	77	0.39579
11	77	0.33286
37	77	0.28296
69	77	0.34256
72	77	0.32821
66	78	0.0048115
4	79	0.46656
71	79	0.022951
73	79	0.022951
74	79	0.12786
76	79	0.26233
4	80	0.43683
71	80	6.6613e-16
73	80	6.6613e-16
74	80	0.13864
76	80	0.26341
79	80	0.022951
4	81	0.45005
71	81	0.0011725
73	81	0.0011725
74	81	0.13406
76	81	0.26591
79	81	0.018017
80	81	0.0011725
5	83	0.48174
9	83	0.48174
14	83	0.41607
15	83	0.43559
16	83	0.44106
17	83	0.48174
18	83	0.44522
22	83	0.41607
23	83	0.45906
24	83	0.44106
25	83	0.43559
43	83	0.49862
67	83	0.017817
40	84	0.46037
49	85	0.43381
68	85	0.12294
66	86	0.0030756
78	86	0.0031922
40	87	0.4204
84	87	0.014512
49	89	0.24488
68	89	0.1858
85	89	0.13251
2	90	0.16699
3	90	0.12258
6	90	0.27779
7	90	0.38568
12	90	0.25546
13	90	0.16699
19	90	0.25702
20	90	0.331
21	90	0.20828
27	90	0.22566
34	90	0.22883
65	90	0.16707
6	91	0.41087
12	91	0.37063
19	91	0.4911
2	92	0.28058
3	92	0.23422
6	92	0.43096
7	92	0.49362
12	92	0.43262
13	92	0.28058
19	92	0.41085
20	92	0.24572
21	92	0.29682
27	92	0.2585
34	92	0.21665
65	92	0.0075924
67	92	0.44737
90	92	0.16393
47	93	0.49972
49	93	0.45876
59	93	0.42293
89	93	0.39555
2	94	0.43975
3	94	0.43595
13	94	0.43975
27	94	0.38268
34	94	0.44874
10	95	0.1617
11	95	0.0071953
69	95	0.00027447
72	95	0.016779
77	95	0.34227
40	96	0.47745
60	97	0.27294
88	97	0.25351
75	98	0.0023664
37	99	0.2862
2	100	0.30711
3	100	0.38752
4	100	0.10005
6	100	0.37878
7	100	0.19273
12	100	0.31627
13	100	0.30711
19	100	0.28394
20	100	0.17874
21	100	0.21789
27	100	0.24499
34	100	0.23202
65	100	0.49793
71	100	0.19808
73	100	0.19808
74	100	0.1579
76	100	0.1454
79	100	0.22511
80	100	0.19808
81	100	0.20773
40	101	0.45095
96	101	0.012116
97	101	0.48064
60	102	0.47493
96	102	0.11557
101	102	0.149
60	103	0.33688
97	103	0.46255
66	104	0.0037691
78	104	0.0061404
86	104	0.0032335
2	105	0.22596
3	105	0.19123
4	105	0.4889
6	105	0.40387
7	105	0.46608
12	105	0.41224
13	105	0.22596
19	105	0.37333
20	105	0.26044
21	105	0.28553
27	105	0.19878
34	105	0.14691
65	105	0.087331
90	105	0.19308
92	105	0.094469
100	105	0.479
11	106	0.49742
72	106	0.49762
10	107	0.059718
11	107	0.050162
69	107	0.058534
72	107	0.05793
77	107	0.36475
95	107	0.059676
91	109	0.433
2	110	0.2495
3	110	0.19392
6	110	0.31085
7	110	0.46047
12	110	0.32153
13	110	0.2495
19	110	0.33631
20	110	0.34557
21	110	0.27405
27	110	0.27888
34	110	0.26595
65	110	0.12723
90	110	0.04115
92	110	0.11932
105	110	0.18799
91	111	0.433
109	111	0
29	112	0.44869
31	112	0.44484
33	112	0.41695
39	112	0.45944
40	112	0.40972
47	112	0.30627
59	112	0.3248
84	112	0.41383
87	112	0.40758
94	112	0.47468
29	113	0.27216
31	113	0.27292
33	113	0.26691
39	113	0.27632
47	113	0.030033
59	113	0.1654
64	113	0.42174
93	113	0.4162
112	113	0.27521
72	114	0.49983
60	115	0.04256
97	115	0.19789
101	115	0.49843
102	115	0.47121
103	115	0.30402
2	117	0.18668
3	117	0.12834
6	117	0.39061
12	117	0.41113
13	117	0.18668
19	117	0.38454
20	117	0.44997
21	117	0.32336
27	117	0.21589
34	117	0.21953
65	117	0.20225
90	117	0.13088
92	117	0.18282
105	117	0.15053
110	117	0.14142
2	118	0.19928
3	118	0.1423
6	118	0.41588
12	118	0.42919
13	118	0.19928
19	118	0.39699
20	118	0.41041
21	118	0.31632
27	118	0.21603
34	118	0.21483
65	118	0.14981
90	118	0.13223
92	118	0.12177
105	118	0.12763
110	118	0.12772
117	118	0.015117
10	119	0.15216
11	119	0.0040664
69	119	0.0074892
72	119	0.0092874
77	119	0.34288
95	119	0.007007
106	119	0.49803
107	119	0.051376
60	120	0.17819
97	120	0.36707
102	120	0.47734
103	120	0.385
115	120	0.20634
60	122	0.32393
97	122	0.49601
103	122	0.26267
115	122	0.32246
120	122	0.46354
10	126	0.42341
11	126	0.42798
37	126	0.14908
69	126	0.43321
72	126	0.42888
77	126	0.24059
95	126	0.43426
99	126	0.45455
107	126	0.4167
119	126	0.43159
75	127	0.011919
98	127	0.0042255
66	128	0.4138
78	128	0.44346
86	128	0.43926
104	128	0.44227
125	129	0.003679
121	130	0.30111
