36	31	29	36	27	27	31	17	11	27	32	28	21	16	21	21	21	29	32	28	28	34	27	26	17	16	14	21	21	21	31	16	32
32	21	21	32	22	22	20	33	51	22	21	20	32	34	32	33	33	23	24	24	28	18	27	21	44	28	56	32	32	32	21	34	22
45	25	25	38	31	31	25	29	34	31	24	26	26	28	26	26	26	20	28	21	22	23	21	20	30	34	38	26	27	26	25	28	25
22	58	61	22	25	25	30	29	20	25	29	50	34	28	35	35	35	60	58	59	56	75	58	59	30	26	22	34	34	35	30	28	73
38	22	22	35	28	28	26	33	49	28	27	21	30	32	31	31	31	22	25	23	26	19	25	23	41	31	53	30	30	31	26	32	22
41	24	24	34	26	26	21	29	33	26	20	25	26	28	26	26	26	20	28	21	22	23	21	20	30	33	38	26	26	26	21	28	25
38	27	27	31	30	30	24	33	37	30	23	25	29	31	29	30	30	22	33	23	25	24	24	22	35	37	44	29	29	29	24	31	28
24	59	57	22	20	22	26	23	14	20	27	45	27	22	28	28	28	48	55	48	50	57	49	52	24	23	18	27	27	28	28	22	56
37	45	44	35	23	23	27	22	16	23	27	37	26	21	26	27	27	38	45	38	40	45	39	40	26	25	19	26	26	26	27	21	44
22	25	25	22	15	16	14	41	65	15	14	23	40	43	41	41	41	28	28	29	33	21	32	25	54	36	62	40	40	41	15	43	26
37	49	48	33	29	29	37	26	26	29	36	43	32	25	33	33	33	40	51	40	45	46	44	43	34	25	30	32	32	33	37	25	47
39	26	26	33	32	32	25	30	38	32	25	26	28	29	28	28	28	21	31	22	24	25	23	21	34	35	42	28	28	28	25	29	27
94	16	16	74	19	19	20	20	21	19	22	18	19	19	19	19	19	18	18	17	17	15	17	16	21	18	25	19	20	19	20	19	17
26	51	49	23	20	20	26	19	14	20	27	43	23	17	23	23	23	42	48	42	45	51	44	47	24	20	16	23	22	23	26	17	48
26	52	50	24	19	19	25	18	14	19	27	44	22	16	22	22	22	42	48	42	45	50	44	47	24	21	16	22	22	22	25	16	48
25	53	51	23	19	19	25	22	14	19	26	42	26	20	26	26	26	45	49	45	46	52	46	50	24	25	17	26	25	26	25	20	51
26	52	50	24	19	19	25	20	15	19	27	44	24	18	24	24	24	44	49	43	46	54	45	49	25	21	17	24	24	24	25	18	51
35	32	31	33	19	19	24	18	11	19	26	30	20	17	20	21	21	29	32	29	28	33	27	28	17	19	12	20	21	20	24	17	31
30	27	26	29	26	26	30	12	7	26	31	24	15	11	15	15	15	24	26	24	23	29	22	24	12	16	9	15	16	15	30	11	27
34	28	27	33	26	26	30	14	9	26	31	25	18	14	18	18	18	26	28	26	25	30	25	25	15	16	12	18	18	18	30	14	29
28	32	30	26	34	34	40	14	9	34	40	26	19	13	19	19	19	27	32	27	28	33	27	29	16	18	11	19	19	19	40	13	30
28	43	41	30	30	30	42	26	28	30	40	37	37	27	37	37	37	45	47	45	51	42	49	43	36	23	30	37	36	37	42	27	41
30	31	29	25	28	31	40	23	22	28	44	30	29	20	29	29	29	24	34	23	26	28	25	28	33	26	27	29	29	29	42	20	26
25	49	48	26	20	22	30	36	33	20	28	41	48	38	48	49	49	55	54	55	60	47	58	50	46	31	41	48	47	48	32	38	50
19	73	70	17	16	17	25	31	26	16	24	61	37	28	37	37	37	59	83	59	68	70	66	68	42	31	28	37	37	37	25	28	68
27	41	40	29	22	25	31	39	26	22	28	36	48	40	48	49	49	52	47	51	51	44	50	43	38	28	34	48	48	48	34	40	47
28	45	44	29	22	25	32	35	30	22	30	38	45	36	45	45	45	51	49	52	55	44	53	47	41	29	38	45	45	45	35	36	47
37	41	39	31	31	31	37	18	13	31	38	32	22	16	23	23	23	30	39	29	32	40	32	35	20	19	16	22	22	23	37	16	37
30	22	21	24	27	27	35	17	20	27	37	21	18	14	18	18	18	15	23	15	17	20	17	21	26	20	24	18	18	18	35	14	18
38	40	38	32	30	30	36	19	13	30	37	32	23	17	23	24	24	30	39	30	32	39	32	34	21	19	17	23	23	23	36	17	36
38	40	39	32	30	30	36	19	14	30	37	33	23	17	23	23	23	30	40	30	33	40	32	35	21	19	17	23	23	23	36	17	37
19	64	60	17	26	26	31	21	18	26	29	47	27	19	27	27	27	46	61	46	53	59	51	56	28	27	19	27	27	27	31	19	51
26	64	61	21	27	27	35	19	16	27	35	47	24	17	24	24	24	41	58	41	48	56	47	53	25	25	17	24	24	24	35	17	50
30	17	16	25	34	34	27	19	23	34	26	17	14	16	14	15	15	11	16	12	12	14	11	14	18	26	24	14	15	14	27	16	12
9	8	7	9	10	9	9	12	27	10	9	11	12	12	12	12	12	8	9	8	10	8	9	7	17	13	20	12	11	12	8	12	7
44	32	32	40	25	25	32	23	18	25	34	26	29	22	29	29	29	34	35	34	36	34	35	33	25	20	21	29	28	29	32	22	34
24	18	18	20	24	24	20	24	36	24	20	17	19	20	19	20	20	13	19	14	16	18	16	16	26	33	35	19	19	19	20	20	17
50	27	27	53	22	22	24	23	14	22	24	24	27	23	27	27	27	32	30	33	29	29	28	26	20	22	18	27	28	27	24	23	30
19	16	15	15	24	24	20	18	24	24	20	14	13	14	14	14	14	9	15	10	12	13	11	14	18	23	25	13	13	14	20	14	12
51	27	27	53	22	23	24	23	14	22	25	24	27	23	27	27	27	32	31	33	29	29	28	26	20	22	18	27	28	27	24	23	30
71	19	19	80	20	20	25	20	17	20	28	20	23	19	23	23	23	23	23	22	22	19	21	20	24	18	23	23	24	23	25	19	22
37	41	39	31	31	31	37	18	14	31	40	32	23	17	23	23	23	30	39	29	33	40	32	35	21	19	17	23	23	23	37	17	37
47	35	34	41	25	25	31	18	11	25	29	30	21	16	22	22	22	29	34	28	28	35	27	30	17	19	14	21	22	22	31	16	33
92	16	16	74	19	19	20	19	21	19	22	18	18	18	18	18	18	17	18	17	17	15	16	16	21	18	24	18	19	18	20	18	17
95	16	16	75	19	19	20	20	21	19	22	18	19	19	19	19	19	18	18	17	17	15	17	16	21	18	25	19	20	19	21	19	17
86	15	15	74	20	20	21	20	19	20	22	17	18	19	18	18	18	18	17	17	17	14	16	15	20	17	23	18	19	18	21	19	16
26	42	40	22	21	21	27	18	12	21	29	33	22	16	22	22	22	32	41	33	35	41	34	36	21	19	16	22	22	22	27	16	38
57	33	32	53	23	23	27	21	14	23	28	29	24	20	24	24	24	31	35	31	30	32	30	30	21	19	18	24	25	24	27	20	34
37	41	39	31	29	29	35	17	13	29	36	33	21	15	22	22	22	29	40	29	33	39	32	34	21	19	16	21	21	22	35	15	36
58	29	28	63	19	19	25	18	14	19	28	28	22	17	22	22	22	30	31	29	29	28	28	27	21	16	19	22	23	22	25	17	30
33	43	41	27	34	34	42	22	14	34	40	34	26	20	27	27	27	33	42	33	34	44	34	37	22	22	17	26	26	27	42	20	40
25	16	15	18	31	31	26	16	22	31	25	13	12	13	13	13	13	9	15	9	11	12	10	13	17	24	25	12	12	13	26	13	11
19	12	12	18	20	20	18	18	37	20	18	14	18	19	18	18	18	12	14	13	15	13	14	12	24	20	31	18	17	18	18	19	12
73	15	15	92	17	18	21	19	20	17	23	17	20	20	20	20	20	20	18	20	19	15	19	16	23	16	25	20	21	20	21	20	17
28	22	22	24	26	26	20	25	36	26	20	20	20	22	20	20	20	15	23	15	17	18	16	18	27	33	34	20	20	20	21	22	17
74	14	14	94	17	17	18	19	20	17	19	15	19	20	19	19	19	19	16	19	18	13	17	15	21	16	25	19	20	19	18	20	16
22	25	23	19	21	22	30	19	26	21	31	24	21	16	21	22	22	18	23	18	21	22	21	23	32	23	26	21	21	21	30	16	19
70	16	16	84	20	20	20	20	18	20	20	16	17	18	18	18	18	18	18	17	16	14	16	15	19	19	23	17	18	18	20	18	16
18	27	27	15	21	22	16	30	40	21	15	24	25	27	25	26	26	17	30	18	21	23	20	23	29	43	33	25	25	25	17	27	22
30	19	18	25	37	37	29	22	20	37	29	16	17	20	17	17	17	15	19	16	13	17	13	15	18	33	24	17	18	17	29	20	16
28	13	13	24	40	39	31	17	16	40	30	15	13	15	13	13	13	12	14	13	10	14	10	10	14	29	20	13	15	13	31	15	13
12	14	14	10	11	12	10	19	29	11	10	15	14	15	15	15	15	10	16	10	12	11	12	14	20	21	23	14	14	15	11	15	11
23	21	21	22	12	13	11	38	61	12	11	25	36	40	36	37	37	26	26	27	29	18	28	22	50	33	57	36	37	36	12	40	23
15	18	17	13	13	13	11	24	38	13	12	19	19	20	19	19	19	13	20	14	16	14	15	17	26	27	30	19	18	19	11	20	14
7	10	9	5	9	10	8	12	16	9	8	9	8	8	8	8	8	5	11	6	7	6	6	9	12	17	13	8	8	8	9	8	6
32	28	27	32	25	25	29	13	7	25	32	24	16	12	16	16	16	25	27	25	23	30	23	24	13	17	10	16	17	16	29	12	27
17	47	45	19	20	20	28	19	18	20	27	45	25	19	26	26	26	53	45	52	55	46	53	50	30	15	22	25	25	26	28	19	49
18	48	46	19	20	20	28	20	19	20	29	46	27	20	27	27	27	54	46	53	57	48	55	51	32	16	23	27	26	27	28	20	50
51	16	16	40	30	30	33	21	28	30	36	16	20	20	21	21	21	15	18	15	17	16	17	17	24	19	30	20	20	21	33	20	17
21	65	62	22	18	18	27	25	27	18	26	47	34	26	34	35	35	58	66	58	67	55	65	63	35	23	25	34	34	34	27	26	57
24	63	60	24	20	20	28	25	26	20	28	45	33	25	34	34	34	55	63	56	65	54	63	61	34	23	25	33	33	34	28	25	55
47	16	15	39	33	33	30	22	30	33	30	16	20	21	20	20	20	14	17	15	17	16	16	16	24	21	33	20	20	20	30	21	16
51	16	16	40	30	30	33	21	28	30	36	16	20	20	21	21	21	15	18	15	17	16	17	17	24	19	30	20	20	21	33	20	17
49	16	16	40	29	29	31	21	28	29	36	17	21	20	21	21	21	15	18	15	17	17	17	17	25	19	31	21	21	21	31	20	17
20	39	37	18	22	22	27	17	16	22	26	39	21	14	21	21	21	29	37	29	31	35	30	33	24	22	17	21	21	21	27	14	31
22	21	20	18	33	33	25	22	32	33	24	19	17	18	17	18	18	12	19	13	15	18	14	17	23	31	31	17	17	17	25	18	16
24	70	67	21	23	23	27	27	25	23	25	47	33	25	33	33	33	55	71	55	62	60	61	63	33	32	25	33	33	33	27	25	62
18	65	62	16	25	25	30	23	19	25	28	47	29	20	29	29	29	47	61	48	54	61	53	58	29	29	19	29	28	29	30	20	53
20	63	60	18	26	26	31	22	17	26	28	46	27	19	27	28	28	46	61	46	53	57	51	56	27	28	18	27	27	27	31	19	51
18	17	16	14	23	23	20	20	27	23	22	13	15	16	15	15	15	10	15	11	13	13	12	15	20	25	26	15	15	15	20	16	12
50	5	5	66	12	12	14	5	5	12	16	7	6	5	6	6	6	7	5	7	6	5	6	5	6	5	8	6	6	6	14	5	5
19	67	66	18	22	22	26	41	31	22	25	53	48	38	48	49	49	61	73	63	68	65	66	60	51	39	35	48	47	48	26	38	68
17	57	54	16	11	11	18	23	26	11	19	58	28	21	28	28	28	54	57	53	59	52	57	60	37	22	24	28	27	28	18	21	52
32	46	44	34	16	17	23	19	18	16	25	43	23	17	23	23	23	44	45	43	48	42	47	48	27	18	21	23	23	23	23	17	43
15	24	23	13	26	26	18	28	31	26	15	21	22	24	22	22	22	16	23	17	16	21	15	19	24	43	27	22	22	22	18	24	19
18	10	9	18	24	22	21	14	31	24	24	11	14	15	14	14	14	9	10	10	12	10	11	9	20	16	28	14	14	14	20	15	9
25	26	25	33	24	23	34	12	8	24	33	21	19	13	20	20	20	29	27	28	28	30	27	27	15	11	10	19	19	20	33	13	27
20	55	58	21	17	17	26	20	26	17	28	54	27	20	27	28	28	59	53	61	65	55	68	63	38	18	27	27	27	27	26	20	56
32	38	36	34	18	18	26	10	10	18	30	36	15	9	15	15	15	33	33	33	38	36	37	38	22	11	14	15	15	15	26	9	33
24	57	56	25	21	21	30	32	23	21	27	47	39	32	39	39	39	68	57	64	68	57	66	64	33	26	24	39	39	39	30	32	61
11	11	10	10	13	14	12	15	34	13	14	11	15	16	15	15	15	10	11	11	13	11	12	10	22	22	25	15	15	15	13	16	10
18	13	12	17	22	24	31	8	15	22	42	12	13	8	13	13	13	11	12	11	13	13	13	13	19	11	20	13	13	13	33	8	11
34	27	26	37	25	25	34	16	11	25	35	23	23	16	23	23	23	30	29	31	31	30	31	28	19	15	17	23	22	23	33	16	29
20	68	65	19	27	27	35	27	15	27	33	50	34	27	34	34	34	56	60	56	56	64	55	56	26	26	17	34	34	34	35	27	64
24	44	42	25	21	22	31	17	15	21	33	39	23	16	23	23	23	42	41	44	46	45	45	45	27	16	19	23	22	23	31	16	41
29	45	43	29	21	21	29	20	12	21	32	36	24	19	25	25	25	45	40	46	44	42	43	45	21	24	15	24	25	25	29	19	40
20	58	55	19	27	28	38	20	16	27	37	44	26	19	26	27	27	50	51	51	57	53	56	57	28	23	19	26	26	26	38	19	49
25	43	41	26	19	19	29	13	18	19	35	40	20	13	20	20	20	37	42	37	44	42	43	42	28	13	19	20	20	20	28	13	37
23	33	32	20	30	30	41	16	12	30	42	26	23	15	23	23	23	31	34	32	35	35	34	33	21	16	15	23	23	23	41	15	31
21	56	58	24	25	25	33	31	20	25	29	41	38	31	38	39	39	67	55	66	62	59	64	65	30	20	23	38	38	38	33	31	64
15	9	8	15	37	35	33	15	18	37	31	6	14	15	15	15	15	9	9	10	11	10	10	8	16	17	23	14	14	15	32	15	9
23	48	45	23	25	24	36	21	24	25	34	41	31	22	31	31	31	44	48	44	51	48	50	46	34	23	24	31	30	31	34	22	42
24	46	44	24	20	20	29	14	15	20	34	43	19	13	19	19	19	40	41	40	46	43	45	46	27	16	19	19	19	19	29	13	39
22	16	16	19	22	22	19	22	32	22	19	14	17	19	18	18	18	12	17	13	15	16	15	16	24	30	31	17	17	18	19	19	15
22	26	25	17	44	42	67	21	15	44	71	20	30	20	30	31	31	24	26	24	24	29	24	27	26	23	19	30	30	30	64	20	26
26	24	23	34	25	24	34	15	7	25	32	19	22	15	22	22	22	28	25	28	27	28	26	24	14	12	10	22	22	22	33	15	26
30	21	20	37	22	22	30	15	5	22	28	17	21	15	21	21	21	26	22	26	23	24	22	21	12	11	10	21	21	21	29	15	23
14	14	13	13	15	16	14	21	40	15	16	14	20	22	20	21	21	13	15	14	17	12	16	14	30	25	35	20	20	20	15	22	13
16	14	14	15	14	14	13	22	42	14	13	16	22	23	22	22	22	15	17	16	18	12	18	15	32	21	36	22	22	22	13	23	14
17	15	14	16	15	15	13	24	47	15	14	17	23	25	23	24	24	16	18	16	19	13	19	15	34	22	40	23	23	23	14	25	15
29	58	58	28	24	24	30	31	19	24	29	48	35	31	36	36	36	61	56	59	57	60	56	58	28	28	21	35	36	36	30	31	64
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
29	21	20	36	23	22	30	15	5	23	28	17	21	16	21	21	21	27	22	26	23	24	23	21	12	11	10	21	21	21	30	16	23
19	13	13	17	26	26	24	20	25	26	26	12	15	16	15	15	15	10	14	11	13	11	12	13	21	26	29	15	15	15	24	16	11
23	24	24	23	15	16	14	43	75	15	15	24	42	45	42	43	43	28	27	30	35	20	34	25	62	35	72	42	41	42	15	45	27
23	45	43	24	22	22	32	18	19	22	35	36	27	19	27	27	27	39	42	40	45	43	44	43	28	20	20	27	26	27	32	19	38
39	21	21	34	32	32	30	35	44	32	29	20	32	34	33	33	33	24	23	25	28	18	27	22	43	28	53	32	32	33	30	34	24
20	9	9	21	24	24	22	14	22	24	22	9	13	14	13	14	14	10	10	10	12	9	11	10	18	17	25	13	13	13	22	14	9
28	14	13	26	44	43	40	22	28	44	38	13	20	22	21	21	21	14	15	15	17	14	16	14	25	27	34	20	20	21	40	22	15
23	24	23	29	23	22	31	16	7	23	31	19	22	16	23	23	23	29	25	29	27	28	26	25	15	12	10	22	22	23	31	16	26
3	4	4	3	3	5	3	5	12	3	4	4	5	5	5	5	5	3	3	4	4	4	4	4	7	6	9	5	5	5	4	5	3
19	56	53	20	25	24	36	19	19	25	34	42	28	20	28	28	28	47	53	48	55	53	54	54	28	21	19	28	28	28	35	20	47
30	28	27	34	31	30	43	17	8	31	40	23	22	16	22	23	23	29	30	29	28	32	27	28	16	13	12	22	22	22	42	16	30
30	28	27	34	31	30	43	17	8	31	40	23	22	16	22	23	23	29	30	29	28	32	27	28	16	13	12	22	22	22	42	16	30
27	23	22	35	26	25	34	15	6	26	32	19	21	15	21	21	21	28	25	27	26	27	25	24	14	10	10	21	21	21	34	15	26
26	25	24	33	25	25	35	13	7	25	33	20	20	14	20	20	20	29	26	28	28	29	27	25	15	11	10	20	20	20	34	14	27
19	43	41	20	18	20	27	19	19	18	30	37	27	20	27	28	28	42	44	42	47	44	46	43	31	23	21	27	27	27	30	20	40
20	68	65	19	27	27	35	27	15	27	33	50	34	27	34	34	34	56	60	56	56	64	55	56	26	26	17	34	34	34	35	27	64
26	34	32	33	21	21	29	19	13	21	29	27	25	19	25	26	26	36	35	35	36	37	35	34	22	15	16	25	25	25	29	19	35
10	12	11	10	16	17	15	20	31	16	17	11	20	21	20	20	20	12	13	13	15	12	14	11	22	27	25	20	19	20	16	21	11
28	44	42	29	21	23	29	21	11	21	32	34	25	20	25	26	26	47	41	47	44	44	43	44	21	23	16	25	26	25	31	20	41
20	25	23	22	19	18	29	10	9	19	35	22	16	10	17	17	17	24	25	24	27	26	26	25	18	8	13	16	16	17	28	10	24
